a=0xb4a6; output=0x4687
a=0xff6e; output=0xfbbf
a=0xa41d; output=0x5710
a=0x4d87; output=0xada6
a=0x3a66; output=0xc0c7
a=0x1791; output=0xe39c
a=0x634d; output=0x97e0
a=0xd37c; output=0x27b1
a=0x0a7a; output=0xf0b3
a=0x2c7a; output=0xceb3
a=0xa8b7; output=0x5276
a=0x55b5; output=0xa578
a=0x835b; output=0x77d2
a=0x87cf; output=0x735e
a=0x78d5; output=0x8258
a=0x57dd; output=0xa350
a=0x674f; output=0x93de
a=0x277e; output=0xd3af
a=0x6f7b; output=0x8bb2
a=0x43de; output=0xb74f
a=0x2757; output=0xd3d6
a=0x5772; output=0xa3bb
a=0x7dd0; output=0x7d5d
a=0x2d3a; output=0xcdf3
a=0xb06b; output=0x4ac2
a=0xd1ab; output=0x2982
a=0xead0; output=0x105d
a=0x0298; output=0xf895
a=0x3d06; output=0xbe27
a=0x0f6d; output=0xebc0
a=0xa6c9; output=0x5464
a=0x0312; output=0xf81b
a=0x6698; output=0x9495
a=0x89b6; output=0x7177
a=0x90c1; output=0x6a6c
a=0x36b0; output=0xc47d
a=0x7833; output=0x82fa
a=0x676e; output=0x93bf
a=0xf42b; output=0x0702
a=0x958a; output=0x65a3
a=0xfe7f; output=0xfcae
a=0x9933; output=0x61fa
a=0x4627; output=0xb506
a=0x8700; output=0x742d
a=0x69b9; output=0x9174
a=0xde95; output=0x1c98
a=0x2c5a; output=0xced3
a=0xd8be; output=0x226f
a=0x5ed3; output=0x9c5a
a=0x4ddb; output=0xad52
a=0xb937; output=0x41f6
a=0x8e23; output=0x6d0a
a=0x48d9; output=0xb254
a=0x39e6; output=0xc147
a=0xef53; output=0x0bda
a=0x277e; output=0xd3af
a=0x459f; output=0xb58e
a=0x81c7; output=0x7966
a=0xf368; output=0x07c5
a=0x8b95; output=0x6f98
a=0xebad; output=0x0f80
a=0xaa53; output=0x50da
a=0xedd2; output=0x0d5b
a=0xe9c7; output=0x1166
a=0xae10; output=0x4d1d
a=0x30ac; output=0xca81
a=0x6a89; output=0x90a4
a=0x9984; output=0x61a9
a=0x9766; output=0x63c7
a=0xdca2; output=0x1e8b
a=0x989f; output=0x628e
a=0x13bc; output=0xe771
a=0xa0b5; output=0x5a78
a=0x3e1d; output=0xbd10
a=0x4786; output=0xb3a7
a=0x9fdb; output=0x5b52
a=0xb3bc; output=0x4771
a=0xb384; output=0x47a9
a=0xe059; output=0x1ad4
a=0xbfe3; output=0x3b4a
a=0x36b5; output=0xc478
a=0x5927; output=0xa206
a=0x48f3; output=0xb23a
a=0xe51e; output=0x160f
a=0x1e5b; output=0xdcd2
a=0x891e; output=0x720f
a=0x3f99; output=0xbb94
a=0xa0ce; output=0x5a5f
a=0x7cda; output=0x7e53
a=0xf762; output=0x03cb
a=0x8f53; output=0x6bda
a=0x05c6; output=0xf567
a=0x0703; output=0xf42a
a=0x2f5e; output=0xcbcf
a=0xa37a; output=0x57b3
a=0xeede; output=0x0c4f
a=0xfc24; output=0xff09
a=0x8067; output=0x7ac6
a=0xab1b; output=0x5012
a=0xc8f1; output=0x323c
a=0x72c6; output=0x8867
a=0x6154; output=0x99d9
a=0x68d2; output=0x925b
a=0x2ebd; output=0xcc70
a=0x8bb0; output=0x6f7d
a=0x9dee; output=0x5d3f
a=0x6ec2; output=0x8c6b
a=0x0c2d; output=0xef00
a=0x840b; output=0x7722
a=0x0855; output=0xf2d8
a=0xac76; output=0x4eb7
a=0x0179; output=0xf9b4
a=0x8a93; output=0x709a
a=0xabaa; output=0x4f83
a=0xfc1a; output=0xff13
a=0x8d06; output=0x6e27
a=0xeec0; output=0x0c6d
a=0x7a36; output=0x80f7
a=0xa305; output=0x5828
a=0x00bd; output=0xfa70
a=0xce24; output=0x2d09
a=0xcf01; output=0x2c2c
a=0xf7fa; output=0x0333
a=0x89a1; output=0x718c
a=0xd77f; output=0x23ae
a=0x2b9e; output=0xcf8f
a=0x2fcd; output=0xcb60
a=0xaeda; output=0x4c53
a=0xe900; output=0x122d
a=0x4704; output=0xb429
a=0xbebb; output=0x3c72
a=0x823b; output=0x78f2
a=0x7e00; output=0x7d2d
a=0xc5a9; output=0x3584
a=0x1536; output=0xe5f7
a=0xfbca; output=0xff63
a=0xdde5; output=0x1d48
a=0xd7f9; output=0x2334
a=0x370a; output=0xc423
a=0x60e3; output=0x9a4a
a=0x2fc8; output=0xcb65
a=0xf3e5; output=0x0748
a=0x9d6a; output=0x5dc3
a=0xccc8; output=0x2e65
a=0xfa38; output=0x00f5
a=0x4e58; output=0xacd5
a=0x2da6; output=0xcd87
a=0xc52f; output=0x35fe
a=0xfe97; output=0xfc96
a=0x2097; output=0xda96
a=0xeea0; output=0x0c8d
a=0xb775; output=0x43b8
a=0xb581; output=0x45ac
a=0x5d09; output=0x9e24
a=0xd99b; output=0x2192
a=0x9b12; output=0x601b
a=0x7973; output=0x81ba
a=0xe03f; output=0x1aee
a=0xc267; output=0x38c6
a=0x5d1e; output=0x9e0f
a=0xeb0d; output=0x1020
a=0x5f11; output=0x9c1c
a=0xf37f; output=0x07ae
a=0x6ca8; output=0x8e85
a=0xf83d; output=0x02f0
a=0x24d6; output=0xd657
a=0x56be; output=0xa46f
a=0xe7ca; output=0x1363
a=0x91e7; output=0x6946
a=0x77b1; output=0x837c
a=0x822b; output=0x7902
a=0x2bb0; output=0xcf7d
a=0x5d85; output=0x9da8
a=0x1174; output=0xe9b9
a=0x998c; output=0x61a1
a=0xfc9a; output=0xfe93
a=0x5df3; output=0x9d3a
a=0xe99a; output=0x1193
a=0xcfef; output=0x2b3e
a=0xc7f7; output=0x3336
a=0x559e; output=0xa58f
a=0x5091; output=0xaa9c
a=0x4f49; output=0xabe4
a=0x4640; output=0xb4ed
a=0x8032; output=0x7afb
a=0x74d0; output=0x865d
a=0xca35; output=0x30f8
a=0x8e45; output=0x6ce8
a=0x14ba; output=0xe673
a=0xafc1; output=0x4b6c
a=0x5095; output=0xaa98
a=0x1b7f; output=0xdfae
a=0x6a65; output=0x90c8
a=0xa331; output=0x57fc
a=0x66c4; output=0x9469
a=0xcfc9; output=0x2b64
a=0x7610; output=0x851d
a=0x2fe7; output=0xcb46
a=0x599d; output=0xa190
a=0x392d; output=0xc200
a=0x9437; output=0x66f6
a=0x0b33; output=0xeffa
a=0x8e1b; output=0x6d12
a=0xbccb; output=0x3e62
a=0x125f; output=0xe8ce
a=0xde57; output=0x1cd6
a=0x2cd0; output=0xce5d
a=0x1fbe; output=0xdb6f
a=0x7f81; output=0x7bac
a=0x9f75; output=0x5bb8
a=0x3c19; output=0xbf14
a=0xc0da; output=0x3a53
a=0xf646; output=0x04e7
a=0xbd04; output=0x3e29
a=0x0b70; output=0xefbd
a=0x296e; output=0xd1bf
a=0xb410; output=0x471d
a=0x5418; output=0xa715
a=0x0373; output=0xf7ba
a=0x98e4; output=0x6249
a=0x411c; output=0xba11
a=0xd851; output=0x22dc
a=0xc3f3; output=0x373a
a=0x7639; output=0x84f4
a=0xa87a; output=0x52b3
a=0x66a0; output=0x948d
a=0xcbd5; output=0x2f58
a=0x1e26; output=0xdd07
a=0xecaf; output=0x0e7e
a=0x688a; output=0x92a3
a=0x81fb; output=0x7932
a=0x29f2; output=0xd13b
a=0x7086; output=0x8aa7
a=0x77c7; output=0x8366
a=0x21d0; output=0xd95d
a=0x6969; output=0x91c4
a=0x876b; output=0x73c2
a=0xbfcf; output=0x3b5e
a=0x8356; output=0x77d7
a=0x00e0; output=0xfa4d
a=0x67a8; output=0x9385
a=0xa953; output=0x51da
a=0xa611; output=0x551c
a=0x5386; output=0xa7a7
a=0xe916; output=0x1217
a=0x5452; output=0xa6db
a=0x3fd5; output=0xbb58
a=0x6043; output=0x9aea
a=0x9fd5; output=0x5b58
a=0x94fe; output=0x662f
a=0xa7f4; output=0x5339
a=0xb750; output=0x43dd
a=0x96bb; output=0x6472
a=0xbf21; output=0x3c0c
a=0x3aaf; output=0xc07e
a=0x1c29; output=0xdf04
a=0x9ecc; output=0x5c61
a=0xfc67; output=0xfec6
a=0xb7ac; output=0x4381
a=0x2293; output=0xd89a
a=0x5c04; output=0x9f29
a=0xbefe; output=0x3c2f
a=0xb1e4; output=0x4949
a=0x39a8; output=0xc185
a=0xe30d; output=0x1820
a=0xc6c2; output=0x346b
a=0x010e; output=0xfa1f
a=0x6a4c; output=0x90e1
a=0x95a9; output=0x6584
a=0x8a13; output=0x711a
a=0x4af7; output=0xb036
a=0xd257; output=0x28d6
a=0xa778; output=0x53b5
a=0xb00e; output=0x4b1f
a=0xff89; output=0xfba4
a=0x0da9; output=0xed84
a=0x16f4; output=0xe439
a=0x00cf; output=0xfa5e
a=0x257f; output=0xd5ae
a=0x004e; output=0xfadf
a=0x9e4b; output=0x5ce2
a=0x65e8; output=0x9545
a=0x33a9; output=0xc784
a=0xc91e; output=0x320f
a=0x63c6; output=0x9767
a=0x4c93; output=0xae9a
a=0x43ee; output=0xb73f
a=0xe175; output=0x19b8
a=0x293a; output=0xd1f3
a=0x3779; output=0xc3b4
a=0xcfc9; output=0x2b64
a=0x4c69; output=0xaec4
a=0x0027; output=0xfb06
a=0x17c2; output=0xe36b
a=0xb857; output=0x42d6
a=0xfa21; output=0x010c
a=0x3966; output=0xc1c7
a=0x4b85; output=0xafa8
a=0xd259; output=0x28d4
a=0x6c1e; output=0x8f0f
a=0x8129; output=0x7a04
a=0x9dd8; output=0x5d55
a=0xc79f; output=0x338e
a=0x2d01; output=0xce2c
a=0x141d; output=0xe710
a=0x445a; output=0xb6d3
a=0x5472; output=0xa6bb
a=0x03e1; output=0xf74c
a=0x3647; output=0xc4e6
a=0x5eca; output=0x9c63
a=0x36d9; output=0xc454
a=0xe97a; output=0x11b3
a=0x837b; output=0x77b2
a=0x2680; output=0xd4ad
a=0x9334; output=0x67f9
a=0x440c; output=0xb721
a=0xe851; output=0x12dc
a=0x84e6; output=0x7647
a=0x5bc0; output=0x9f6d
a=0x326e; output=0xc8bf
a=0xb318; output=0x4815
a=0xae2d; output=0x4d00
a=0xf9ff; output=0x012e
a=0xffe7; output=0xfb46
a=0x78fe; output=0x822f
a=0x2275; output=0xd8b8
a=0x1183; output=0xe9aa
a=0xc18f; output=0x399e
a=0x5819; output=0xa314
a=0xfeb1; output=0xfc7c
a=0x8d25; output=0x6e08
a=0x5f70; output=0x9bbd
a=0x8240; output=0x78ed
a=0x070f; output=0xf41e
a=0x9ccc; output=0x5e61
a=0x8ef3; output=0x6c3a
a=0x5e8b; output=0x9ca2
a=0x000e; output=0xfb1f
a=0xf38b; output=0x07a2
a=0x507a; output=0xaab3
a=0x023a; output=0xf8f3
a=0x5fdc; output=0x9b51
a=0x869a; output=0x7493
a=0x1fa1; output=0xdb8c
a=0x0075; output=0xfab8
a=0xa32c; output=0x5801
a=0x9191; output=0x699c
a=0x9828; output=0x6305
a=0x0449; output=0xf6e4
a=0xf8bf; output=0x026e
a=0xc5bf; output=0x356e
a=0xe85b; output=0x12d2
a=0x140b; output=0xe722
a=0xb6eb; output=0x4442
a=0xe1ae; output=0x197f
a=0xe03d; output=0x1af0
a=0x4a18; output=0xb115
a=0x9ef6; output=0x5c37
a=0x3ddd; output=0xbd50
a=0x930a; output=0x6823
a=0x189d; output=0xe290
a=0x04b9; output=0xf674
a=0x8441; output=0x76ec
a=0x0072; output=0xfabb
a=0xa5b2; output=0x557b
a=0xf587; output=0x05a6
a=0x4ba6; output=0xaf87
a=0x6ec4; output=0x8c69
a=0x6913; output=0x921a
a=0xb004; output=0x4b29
a=0xc472; output=0x36bb
a=0x76dd; output=0x8450
a=0xf355; output=0x07d8
a=0x741c; output=0x8711
a=0x4641; output=0xb4ec
a=0x3ccf; output=0xbe5e
a=0x5c4d; output=0x9ee0
a=0x76ea; output=0x8443
a=0x159e; output=0xe58f
a=0x254a; output=0xd5e3
a=0x10f8; output=0xea35
a=0xa780; output=0x53ad
a=0xe768; output=0x13c5
a=0x4b54; output=0xafd9
a=0xee0d; output=0x0d20
a=0xf3ee; output=0x073f
a=0x9f49; output=0x5be4
a=0xcba9; output=0x2f84
a=0x19d9; output=0xe154
a=0x19d7; output=0xe156
a=0x45b8; output=0xb575
a=0x74ae; output=0x867f
a=0x2c94; output=0xce99
a=0x564e; output=0xa4df
a=0x0f8b; output=0xeba2
a=0xf477; output=0x06b6
a=0xe0f7; output=0x1a36
a=0x5bf1; output=0x9f3c
a=0x3661; output=0xc4cc
a=0xc4d1; output=0x365c
a=0x8d77; output=0x6db6
a=0x4a22; output=0xb10b
a=0x6391; output=0x979c
a=0x8146; output=0x79e7
a=0x9a4c; output=0x60e1
a=0x174d; output=0xe3e0
a=0x86ce; output=0x745f
a=0x4229; output=0xb904
a=0xc5b3; output=0x357a
a=0xbef8; output=0x3c35
a=0xda64; output=0x20c9
a=0x815f; output=0x79ce
a=0x64cb; output=0x9662
a=0x0eb7; output=0xec76
a=0x53f1; output=0xa73c
a=0x35c2; output=0xc56b
a=0x3a71; output=0xc0bc
a=0xfa49; output=0x00e4
a=0x0bdb; output=0xef52
a=0xfa17; output=0x0116
a=0x852a; output=0x7603
a=0x4471; output=0xb6bc
a=0x3f4b; output=0xbbe2
a=0x430c; output=0xb821
a=0x660f; output=0x951e
a=0xce6a; output=0x2cc3
a=0x7a16; output=0x8117
a=0x5bae; output=0x9f7f
a=0x47ab; output=0xb382
a=0x4314; output=0xb819
a=0x34c7; output=0xc666
a=0xcf46; output=0x2be7
a=0xdbd8; output=0x1f55
a=0x5d4b; output=0x9de2
a=0x1c4a; output=0xdee3
a=0x6ab9; output=0x9074
a=0xef91; output=0x0b9c
a=0x74ab; output=0x8682
a=0x3cc1; output=0xbe6c
a=0xab63; output=0x4fca
a=0xee65; output=0x0cc8
a=0xbe8a; output=0x3ca3
a=0x8edd; output=0x6c50
a=0x7983; output=0x81aa
a=0xcce8; output=0x2e45
a=0x998f; output=0x619e
a=0x83dc; output=0x7751
a=0xabfc; output=0x4f31
a=0xfa09; output=0x0124
a=0xa173; output=0x59ba
a=0xa390; output=0x579d
a=0x7dae; output=0x7d7f
a=0x3832; output=0xc2fb
a=0xc004; output=0x3b29
a=0x3ee6; output=0xbc47
a=0x63f3; output=0x973a
a=0xc921; output=0x320c
a=0x6c1d; output=0x8f10
a=0x81da; output=0x7953
a=0x9075; output=0x6ab8
a=0x1512; output=0xe61b
a=0x5bee; output=0x9f3f
a=0x128b; output=0xe8a2
a=0x7fa3; output=0x7b8a
a=0xe106; output=0x1a27
a=0x0535; output=0xf5f8
a=0x718e; output=0x899f
a=0x22a7; output=0xd886
a=0x4f05; output=0xac28
a=0xed2b; output=0x0e02
a=0x3829; output=0xc304
a=0xe16d; output=0x19c0
a=0xe47f; output=0x16ae
a=0x23f8; output=0xd735
a=0xab07; output=0x5026
a=0x4f90; output=0xab9d
a=0x1e8f; output=0xdc9e
a=0x213b; output=0xd9f2
a=0xb95f; output=0x41ce
a=0xa777; output=0x53b6
a=0x2800; output=0xd32d
a=0xbf3b; output=0x3bf2
a=0x130a; output=0xe823
a=0xdbb1; output=0x1f7c
a=0x57d0; output=0xa35d
a=0x330e; output=0xc81f
a=0x303c; output=0xcaf1
a=0xd5a6; output=0x2587
a=0x919e; output=0x698f
a=0x61fc; output=0x9931
a=0xc1e2; output=0x394b
a=0x551b; output=0xa612
a=0x9622; output=0x650b
a=0xc5f8; output=0x3535
a=0xfdf5; output=0xfd38
a=0x64da; output=0x9653
a=0x8e16; output=0x6d17
a=0x52f6; output=0xa837
a=0xc24a; output=0x38e3
a=0x639f; output=0x978e
a=0x4d85; output=0xada8
a=0xcfce; output=0x2b5f
a=0xc7ea; output=0x3343
a=0x05aa; output=0xf583
a=0x4a63; output=0xb0ca
a=0xbe1c; output=0x3d11
a=0x6cff; output=0x8e2e
a=0xf9a0; output=0x018d
a=0x7110; output=0x8a1d
a=0xf115; output=0x0a18
a=0x46e5; output=0xb448
a=0xf803; output=0x032a
a=0x4687; output=0xb4a6
a=0x80d3; output=0x7a5a
a=0xeb9b; output=0x0f92
a=0xbc00; output=0x3f2d
a=0x27d6; output=0xd357
a=0xe331; output=0x17fc
a=0x1965; output=0xe1c8
a=0x4421; output=0xb70c
a=0xf237; output=0x08f6
a=0xe37a; output=0x17b3
a=0x5089; output=0xaaa4
a=0x8f59; output=0x6bd4
a=0x3342; output=0xc7eb
a=0xb94a; output=0x41e3
a=0x3802; output=0xc32b
a=0x16f6; output=0xe437
a=0x76bc; output=0x8471
a=0x1608; output=0xe525
a=0x3815; output=0xc318
a=0xa56d; output=0x55c0
a=0x94df; output=0x664e
a=0xc2bd; output=0x3870
a=0xecae; output=0x0e7f
a=0xc567; output=0x35c6
a=0x8afe; output=0x702f
a=0x29be; output=0xd16f
a=0x0a3b; output=0xf0f2
a=0x416e; output=0xb9bf
a=0xd3df; output=0x274e
a=0xb18c; output=0x49a1
a=0xfa15; output=0x0118
a=0xa4e4; output=0x5649
a=0x2bd8; output=0xcf55
a=0xac44; output=0x4ee9
a=0x4c0f; output=0xaf1e
a=0x2f61; output=0xcbcc
a=0x3e10; output=0xbd1d
a=0x165b; output=0xe4d2
a=0xb258; output=0x48d5
a=0x871b; output=0x7412
a=0xeefe; output=0x0c2f
a=0x9421; output=0x670c
a=0xae25; output=0x4d08
a=0x1e6f; output=0xdcbe
a=0x8e53; output=0x6cda
a=0xf363; output=0x07ca
a=0x40f7; output=0xba36
a=0xe491; output=0x169c
a=0x492c; output=0xb201
a=0xf7d5; output=0x0358
a=0xa009; output=0x5b24
a=0x37b0; output=0xc37d
a=0xd644; output=0x24e9
a=0xe3d8; output=0x1755
a=0xbba1; output=0x3f8c
a=0x4688; output=0xb4a5
a=0xbd0b; output=0x3e22
a=0x8e61; output=0x6ccc
a=0x43a9; output=0xb784
a=0x7968; output=0x81c5
a=0x9e02; output=0x5d2b
a=0xd05a; output=0x2ad3
a=0x19a9; output=0xe184
a=0x7de1; output=0x7d4c
a=0x6739; output=0x93f4
a=0x287c; output=0xd2b1
a=0x34b8; output=0xc675
a=0xbaa7; output=0x4086
a=0x3070; output=0xcabd
a=0x611c; output=0x9a11
a=0x4170; output=0xb9bd
a=0x22e9; output=0xd844
a=0x2dcc; output=0xcd61
a=0xba37; output=0x40f6
a=0x6fa8; output=0x8b85
a=0xd5be; output=0x256f
a=0x7717; output=0x8416
a=0x987c; output=0x62b1
a=0x9cb4; output=0x5e79
a=0xf373; output=0x07ba
a=0x606c; output=0x9ac1
a=0xb4b6; output=0x4677
a=0xc705; output=0x3428
a=0x99b7; output=0x6176
a=0xe70a; output=0x1423
a=0xe804; output=0x1329
a=0xf8df; output=0x024e
a=0x2030; output=0xdafd
a=0xd346; output=0x27e7
a=0xf10c; output=0x0a21
a=0x299d; output=0xd190
a=0xb352; output=0x47db
a=0xa4f8; output=0x5635
a=0x6ae2; output=0x904b
a=0x3aae; output=0xc07f
a=0x0d0a; output=0xee23
a=0x7f0d; output=0x7c20
a=0x1670; output=0xe4bd
a=0x0a6a; output=0xf0c3
a=0xd68d; output=0x24a0
a=0xb6e1; output=0x444c
a=0xd16c; output=0x29c1
a=0x8270; output=0x78bd
a=0xe847; output=0x12e6
a=0xce37; output=0x2cf6
a=0x25fc; output=0xd531
a=0x4218; output=0xb915
a=0x1fef; output=0xdb3e
a=0x5159; output=0xa9d4
a=0xa125; output=0x5a08
a=0x70f6; output=0x8a37
a=0xc5bc; output=0x3571
a=0x486d; output=0xb2c0
a=0xe1d9; output=0x1954
a=0xbdd0; output=0x3d5d
a=0x3701; output=0xc42c
a=0xd2d7; output=0x2856
a=0x94cd; output=0x6660
a=0xb2c4; output=0x4869
a=0x7542; output=0x85eb
a=0x4ec1; output=0xac6c
a=0x2e35; output=0xccf8
a=0xa5ed; output=0x5540
a=0x23a8; output=0xd785
a=0xfc67; output=0xfec6
a=0x7785; output=0x83a8
a=0x23a6; output=0xd787
a=0xf1e3; output=0x094a
a=0x69fe; output=0x912f
a=0xc836; output=0x32f7
a=0x00cd; output=0xfa60
a=0x0182; output=0xf9ab
a=0x37a0; output=0xc38d
a=0x3f84; output=0xbba9
a=0xec2b; output=0x0f02
a=0xcb88; output=0x2fa5
a=0x955e; output=0x65cf
a=0x8ee2; output=0x6c4b
a=0x7133; output=0x89fa
a=0x985c; output=0x62d1
a=0x5883; output=0xa2aa
a=0xfe14; output=0xfd19
a=0x5920; output=0xa20d
a=0x7de3; output=0x7d4a
a=0x0f75; output=0xebb8
a=0xd7d9; output=0x2354
a=0x22d6; output=0xd857
a=0x3652; output=0xc4db
a=0x25ab; output=0xd582
a=0x249a; output=0xd693
a=0xad30; output=0x4dfd
a=0xff1c; output=0xfc11
a=0x7623; output=0x850a
a=0x8fba; output=0x6b73
a=0x1778; output=0xe3b5
a=0x6d41; output=0x8dec
a=0x67ef; output=0x933e
a=0xde16; output=0x1d17
a=0xa035; output=0x5af8
a=0xca47; output=0x30e6
a=0x58a3; output=0xa28a
a=0xe657; output=0x14d6
a=0x2b44; output=0xcfe9
a=0x4772; output=0xb3bb
a=0x4ecb; output=0xac62
a=0x327e; output=0xc8af
a=0xafb4; output=0x4b79
a=0xc457; output=0x36d6
a=0xdb61; output=0x1fcc
a=0x3818; output=0xc315
a=0x3cf5; output=0xbe38
a=0x86f4; output=0x7439
a=0x76c7; output=0x8466
a=0x31e4; output=0xc949
a=0xe9e1; output=0x114c
a=0xfdc6; output=0xfd67
a=0xc50e; output=0x361f
a=0xb0dc; output=0x4a51
a=0xa7cc; output=0x5361
a=0xc3bb; output=0x3772
a=0x16d2; output=0xe45b
a=0x37d2; output=0xc35b
a=0xc7a1; output=0x338c
a=0x9163; output=0x69ca
a=0x1b84; output=0xdfa9
a=0xd8a5; output=0x2288
a=0x3d39; output=0xbdf4
a=0x7d24; output=0x7e09
a=0x1623; output=0xe50a
a=0xb9b1; output=0x417c
a=0x4ebe; output=0xac6f
a=0x378a; output=0xc3a3
a=0x5234; output=0xa8f9
a=0x7ec3; output=0x7c6a
a=0x8946; output=0x71e7
a=0xb3ce; output=0x475f
a=0x7f64; output=0x7bc9
a=0x8b82; output=0x6fab
a=0x93b0; output=0x677d
a=0x2562; output=0xd5cb
a=0xab57; output=0x4fd6
a=0x9d97; output=0x5d96
a=0xe360; output=0x17cd
a=0x4d10; output=0xae1d
a=0x39c8; output=0xc165
a=0xd2da; output=0x2853
a=0x6e9d; output=0x8c90
a=0x1155; output=0xe9d8
a=0x3c1b; output=0xbf12
a=0x127a; output=0xe8b3
a=0x751b; output=0x8612
a=0xcc8a; output=0x2ea3
a=0x460c; output=0xb521
a=0xce01; output=0x2d2c
a=0x1f75; output=0xdbb8
a=0xed06; output=0x0e27
a=0xaa9a; output=0x5093
a=0x3906; output=0xc227
a=0x4095; output=0xba98
a=0x5ee3; output=0x9c4a
a=0x2116; output=0xda17
a=0x560c; output=0xa521
a=0x42f9; output=0xb834
a=0x9383; output=0x67aa
a=0xf18b; output=0x09a2
a=0x4ae5; output=0xb048
a=0xdd42; output=0x1deb
a=0x2147; output=0xd9e6
a=0xab3b; output=0x4ff2
a=0xa857; output=0x52d6
a=0xeb20; output=0x100d
a=0x0ce9; output=0xee44
a=0xfc0d; output=0xff20
a=0x1044; output=0xeae9
a=0xfc49; output=0xfee4
a=0xec48; output=0x0ee5
a=0x1e75; output=0xdcb8
a=0xf127; output=0x0a06
a=0xc425; output=0x3708
a=0xfbe8; output=0xff45
a=0x12bf; output=0xe86e
a=0xc1b0; output=0x397d
a=0x6a78; output=0x90b5
a=0xfeae; output=0xfc7f
a=0x9f80; output=0x5bad
a=0x2ec9; output=0xcc64
a=0xe964; output=0x11c9
a=0x4b2b; output=0xb002
a=0xb7dc; output=0x4351
a=0x0bd7; output=0xef56
a=0xe670; output=0x14bd
a=0xa9f6; output=0x5137
a=0x8d8e; output=0x6d9f
a=0xdbeb; output=0x1f42
a=0x92cf; output=0x685e
a=0x5eda; output=0x9c53
a=0x5895; output=0xa298
a=0x85c1; output=0x756c
a=0x94f8; output=0x6635
a=0x37ac; output=0xc381
a=0xb60a; output=0x4523
a=0x684b; output=0x92e2
a=0x1b18; output=0xe015
a=0xd837; output=0x22f6
a=0x51ee; output=0xa93f
a=0xc72d; output=0x3400
a=0xd97c; output=0x21b1
a=0x50a7; output=0xaa86
a=0x8222; output=0x790b
a=0x203b; output=0xdaf2
a=0xf1fc; output=0x0931
a=0xac5f; output=0x4ece
a=0x802c; output=0x7b01
a=0xa46b; output=0x56c2
a=0xae8b; output=0x4ca2
a=0xdc4e; output=0x1edf
a=0xa9b3; output=0x517a
a=0x7fe8; output=0x7b45
a=0x99f2; output=0x613b
a=0x6a26; output=0x9107
a=0xc82c; output=0x3301
a=0x43a8; output=0xb785
a=0x5ff9; output=0x9b34
a=0xcb60; output=0x2fcd
a=0xd291; output=0x289c
a=0x825b; output=0x78d2
a=0xef30; output=0x0bfd
a=0x3adf; output=0xc04e
a=0x7641; output=0x84ec
a=0xe4af; output=0x167e
a=0xfe8c; output=0xfca1
a=0x74d1; output=0x865c
a=0xb18d; output=0x49a0
a=0x5f1b; output=0x9c12
a=0x068e; output=0xf49f
a=0x7ee6; output=0x7c47
a=0xfd46; output=0xfde7
a=0xaf75; output=0x4bb8
a=0x3b7c; output=0xbfb1
a=0x89a6; output=0x7187
a=0xe4ab; output=0x1682
a=0x2bea; output=0xcf43
a=0xbda0; output=0x3d8d
a=0x87e2; output=0x734b
a=0x49d6; output=0xb157
a=0x8cec; output=0x6e41
a=0x7625; output=0x8508
a=0xed9d; output=0x0d90
a=0x27ae; output=0xd37f
a=0xfe67; output=0xfcc6
a=0xdb9d; output=0x1f90
a=0xeb2b; output=0x1002
a=0xf11b; output=0x0a12
a=0xded0; output=0x1c5d
a=0xc57b; output=0x35b2
a=0x1c1a; output=0xdf13
a=0x5fd8; output=0x9b55
a=0x6f0e; output=0x8c1f
a=0xcb1d; output=0x3010
a=0x7dbc; output=0x7d71
a=0x5104; output=0xaa29
a=0x749c; output=0x8691
a=0x99a3; output=0x618a
a=0x048b; output=0xf6a2
a=0x09d8; output=0xf155
a=0xceeb; output=0x2c42
a=0x53a8; output=0xa785
a=0x2a91; output=0xd09c
a=0x5b53; output=0x9fda
a=0x00e0; output=0xfa4d
a=0x1145; output=0xe9e8
a=0x52f5; output=0xa838
a=0xaf96; output=0x4b97
a=0xa4a2; output=0x568b
a=0x31b8; output=0xc975
a=0x582c; output=0xa301
a=0xf318; output=0x0815
a=0x092f; output=0xf1fe
a=0xa81b; output=0x5312
a=0xabb2; output=0x4f7b
a=0x4ee7; output=0xac46
a=0x7e08; output=0x7d25
a=0xb204; output=0x4929
a=0x2ce5; output=0xce48
a=0xe3eb; output=0x1742
a=0xf6c8; output=0x0465
a=0x181b; output=0xe312
a=0xf478; output=0x06b5
a=0x26f3; output=0xd43a
a=0x902a; output=0x6b03
a=0x23ea; output=0xd743
a=0x4b76; output=0xafb7
a=0xf329; output=0x0804
a=0xec07; output=0x0f26
a=0xff05; output=0xfc28
a=0x9dc9; output=0x5d64
a=0xebe3; output=0x0f4a
a=0x7785; output=0x83a8
a=0xa802; output=0x532b
a=0x0ecf; output=0xec5e
a=0x9a6c; output=0x60c1
a=0x6f2a; output=0x8c03
a=0x6502; output=0x962b
a=0x5814; output=0xa319
a=0xc081; output=0x3aac
a=0x2361; output=0xd7cc
a=0x71c8; output=0x8965
a=0xf079; output=0x0ab4
a=0xf491; output=0x069c
a=0xc4f9; output=0x3634
a=0xea17; output=0x1116
a=0x2064; output=0xdac9
a=0x69ec; output=0x9141
a=0xc5de; output=0x354f
a=0x9a1b; output=0x6112
a=0x37a2; output=0xc38b
a=0xb34c; output=0x47e1
a=0x77f9; output=0x8334
a=0xad61; output=0x4dcc
